inst_code,institute,program,ciwg,nonciwg,dasa_total,branch_cat,group,nirf_rank,nirf_score,city,state
401,"Assam University, Silchar",Agricultural Engineering,3,6,9,Bio & Life Sciences,Other-GFTI,999,,Silchar,Assam
401,"Assam University, Silchar",Computer Science and Engineering,3,6,9,Computing & IT,Other-GFTI,999,,Silchar,Assam
401,"Assam University, Silchar",Electronics and Communication Engineering,3,6,9,Electronics & Comm,Other-GFTI,999,,Silchar,Assam
301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Computer Science and Engineering,4,9,13,Computing & IT,IIIT,96,46.25,Gwalior,Madhya Pradesh
301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Electrical and Electronics Engineering,3,6,9,Electronics & Comm,IIIT,96,46.25,Gwalior,Madhya Pradesh
301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Integrated B. Tech.(IT) and M. Tech (IT),5,9,14,Computing & IT,IIIT,96,46.25,Gwalior,Madhya Pradesh
301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Integrated B. Tech.(IT) and MBA,3,6,9,Computing & IT,IIIT,96,46.25,Gwalior,Madhya Pradesh
301,Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,Mathematics and Scientific Computing,3,6,9,Computing & IT,IIIT,96,46.25,Gwalior,Madhya Pradesh
453,"Charotar University of Science and Technology (CHARUSAT), Gujarat",Civil Engineering,3,6,9,Civil & Infra,Other-GFTI,999,,Anand,Gujarat
454,"Delhi Technological University, Delhi",Biotechnology,1,3,4,Bio & Life Sciences,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Chemical Engineering,1,3,4,Chemical & Process,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Civil Engineering,2,6,8,Civil & Infra,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Computer Science and Engineering,8,16,24,Computing & IT,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Electrical Engineering,5,10,15,Electrical & Power,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Electronics and Communication Engineering,4,8,12,Electronics & Comm,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Engineering Physics,2,4,6,Science & Mathematics,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Environmental Engineering,1,3,4,Civil & Infra,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Information Technology,3,6,9,Computing & IT,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Mathematics and Computing,3,6,9,Computing & IT,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Mechanical Engineering,5,10,15,Mechanical,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Mechanical Engineering with Specilization in Automotive Engineering,1,3,4,Mechanical,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Production and Industrial Engineering,1,3,4,Mechanical,Other-GFTI,30,60.85,New Delhi,Delhi
454,"Delhi Technological University, Delhi",Software Engineering,3,6,9,Computing & IT,Other-GFTI,30,60.85,New Delhi,Delhi
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Bio Technology,2,5,7,Bio & Life Sciences,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Chemical Engineering,3,7,10,Chemical & Process,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Civil Engineering,4,8,12,Civil & Infra,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Computer Science and Engineering,8,16,24,Computing & IT,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Data Science and Engineering,3,6,9,Computing & IT,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electrical Engineering,3,6,9,Electrical & Power,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and Communication Engineering,5,8,13,Electronics & Comm,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Electronics and VLSI Engineering,2,3,5,Electronics & Comm,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Industrial and Production Engineering,3,7,10,Mechanical,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Information Technology,6,12,18,Computing & IT,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Instrumentation and Control Engineering,4,9,13,Electronics & Comm,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mathematics and Computing,3,5,8,Computing & IT,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Mechanical Engineering,6,11,17,Mechanical,NIT/IIEST,55,53.38,Jalandhar,Punjab
201,"Dr. B R Ambedkar National Institute of Technology, Jalandhar",Textile Technology,3,7,10,Specialised Tech,NIT/IIEST,55,53.38,Jalandhar,Punjab
455,"Dr. Shanti Swarup Bhatnagar University Institute of Chemical Engineering and Technology, Chandigarh",Chemical Engineering,6,10,16,Chemical & Process,Other-GFTI,999,,Chandigarh,Punjab
455,"Dr. Shanti Swarup Bhatnagar University Institute of Chemical Engineering and Technology, Chandigarh",Food Technology,1,2,3,Chemical & Process,Other-GFTI,999,,Chandigarh,Punjab
456,"Gautam Buddha University, Greater Noida",Architecture,1,2,3,Architecture & Planning,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Bachelor of Design with specialization in Interior Design,1,2,3,Architecture & Planning,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Bachelor of Design with specialization on Textile Design,1,2,3,Architecture & Planning,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Civil Engineering,2,3,5,Civil & Infra,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Computer Science and Engineering,12,24,36,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Computer Science and Engineering (Artificial Intelligence),12,24,36,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Computer Science and Engineering with specialization in Cyber Security,3,6,9,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Computer science Engineering with specialization Data Science,3,6,9,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Dual Degree BBA+MBA,6,12,18,Management,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electrical Engineering,2,3,5,Electrical & Power,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electrical Engineering with Specialization Artificial Intelligence and Machine Learning,1,1,2,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electrical Engineering with specialization Electrical Vehicles,1,1,2,Electrical & Power,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electrical and Computer Engineering,1,2,3,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electrical and Electronics Engineering,1,2,3,Electronics & Comm,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electronics and Communication Engineering,3,6,9,Electronics & Comm,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electronics and Communication Engineering with specialization Artificial Intelligence and Machine Learning,2,3,5,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Electronics and Communication Engineering with specialization in VLSI and Embedded Systems,2,3,5,Electronics & Comm,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Food Processing Technology,1,2,3,Chemical & Process,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Information Technology,3,6,9,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Information Technology with specialization Data Science and Machine Learning,2,3,5,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Integrated B. Tech. - M. Tech in Computer Science & Engineering,3,6,9,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Integrated B. Tech. - M. Tech in Electrical Engineering,1,2,3,Electrical & Power,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Integrated B.Plan+M.Plan,1,2,3,Architecture & Planning,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Integrated B.Tech+M.Tech (Bio-Technology),3,6,9,Bio & Life Sciences,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Integrated B.Tech+M.Tech (Electronics and Communication Engineering),2,3,5,Electronics & Comm,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Mathematics and Computing,0,1,1,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Mechanical Engineering,2,3,5,Mechanical,Other-GFTI,999,,Greater Noida,Uttar Pradesh
456,"Gautam Buddha University, Greater Noida",Robotics and Artificial Intelligence,1,2,3,Computing & IT,Other-GFTI,999,,Greater Noida,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Engineering,1,3,4,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Technology (Biochemical Engineering),1,3,4,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Technology (Food Technology),1,3,4,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Technology (Leather and Fashion Technology),0,1,1,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Technology (Oil Technology),1,3,4,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Technology (Paint Technology),1,3,4,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Chemical Technology (Plastic Technology),1,3,4,Chemical & Process,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Civil Engineering,1,3,4,Civil & Infra,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Computer Science and Engineering,1,3,4,Computing & IT,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Electrical Engineering,1,3,4,Electrical & Power,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Electronics Engineering,1,3,4,Electronics & Comm,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Information Technology,1,3,4,Computing & IT,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
452,Harcourt Butler Technical University Kanpur,Mechanical Engineering,1,3,4,Mechanical,Other-GFTI,999,,Kanpur Nagar,Uttar Pradesh
232,"Indian Institute of Engineering Science and Technology, Shibpur",Aerospace Engineering,3,5,8,Aerospace,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Civil Engineering,7,15,22,Civil & Infra,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Computer Science and Engineering,5,11,16,Computing & IT,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Electrical Engineering,4,11,15,Electrical & Power,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Electronics and Telecommunication Engineering,4,7,11,Electronics & Comm,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Information Technology,5,10,15,Computing & IT,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Mechanical Engineering,5,10,15,Mechanical,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Metallurgical Engineering,0,5,5,Materials & Metallurgy,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Metallurgical and Materials Engineering,3,0,3,Materials & Metallurgy,NIT/IIEST,54,53.63,Howrah,West Bengal
232,"Indian Institute of Engineering Science and Technology, Shibpur",Mining Engineering,3,5,8,Mining,NIT/IIEST,54,53.63,Howrah,West Bengal
321,Indian Institute of Information Technology (IIIT) Pune,Computer Science and Engineering,15,29,44,Computing & IT,IIIT,,,Pune,Maharashtra
321,Indian Institute of Information Technology (IIIT) Pune,Electronics and Communication Engineering,6,11,17,Electronics & Comm,IIIT,,,Pune,Maharashtra
307,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Artificial Intelligence and Data Science,4,2,6,Computing & IT,IIIT,,,Chittoor,Andhra Pradesh
307,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Computer Science and Engineering,6,12,18,Computing & IT,IIIT,,,Chittoor,Andhra Pradesh
307,"Indian Institute of Information Technology (IIIT), Sri City, Chittoor",Electronics and Communication Engineering,4,2,6,Electronics & Comm,IIIT,,,Chittoor,Andhra Pradesh
302,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan",Artificial Intelligence and Data Engineering,2,5,7,Computing & IT,IIIT,,,Kota,Rajasthan
302,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan",Computer Science and Engineering,7,14,21,Computing & IT,IIIT,,,Kota,Rajasthan
302,"Indian Institute of Information Technology (IIIT)Kota, Rajasthan",Electronics and Communication Engineering,4,7,11,Electronics & Comm,IIIT,,,Kota,Rajasthan
323,Indian Institute of Information Technology Bhopal,Computer Science and Engineering,9,18,27,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Computer Science and Engineering (Artificial Intelligence),3,6,9,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Computer Science and Engineering (Cyber Physical System),3,6,9,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Computer Science and Engineering (Cyber Security),3,6,9,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Computer Science and Engineering (Data Science),3,6,9,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Electronics and Communication Engineering,5,10,15,Electronics & Comm,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Information Technology,6,12,18,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Mathematics and Computing,1,3,4,Computing & IT,IIIT,,,Bhopal,Madhya Pradesh
323,Indian Institute of Information Technology Bhopal,Physics and Computational Engineering,1,3,4,Science & Mathematics,IIIT,,,Bhopal,Madhya Pradesh
305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",CSE ( Data Science & Analytics),3,6,9,Computing & IT,IIIT,,,Sonepat,Haryana
305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",Computer Science and Engineering,3,6,9,Computing & IT,IIIT,,,Sonepat,Haryana
305,"Indian Institute of Information Technology(IIIT) Kilohrad, Sonepat, Haryana",Information Technology,3,6,9,Computing & IT,IIIT,,,Sonepat,Haryana
318,Indian Institute of Information Technology(IIIT) Kottayam,Computer Science and Engineering,14,26,40,Computing & IT,IIIT,,,Kottayam,Kerala
318,Indian Institute of Information Technology(IIIT) Kottayam,Computer Science and Engineering with specialization in Artificial Intelligence and Data Science,3,4,7,Computing & IT,IIIT,,,Kottayam,Kerala
318,Indian Institute of Information Technology(IIIT) Kottayam,Computer Science and Engineering with specialization in Cyber Security,3,4,7,Computing & IT,IIIT,,,Kottayam,Kerala
318,Indian Institute of Information Technology(IIIT) Kottayam,Electronics and Communication Engineering,3,4,7,Electronics & Comm,IIIT,,,Kottayam,Kerala
306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",Computer Engineering,10,19,29,Computing & IT,IIIT,,,Una,Himachal Pradesh
306,"Indian Institute of Information Technology(IIIT) Una, Himachal Pradesh",Electronics and Communication Engineering,4,10,14,Electronics & Comm,IIIT,,,Una,Himachal Pradesh
308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",Artificial Intelligence,2,5,7,Computing & IT,IIIT,,,Vadodara,Gujarat
308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",Computer Science and Engineering,8,15,23,Computing & IT,IIIT,,,Vadodara,Gujarat
308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",Electronics and Communication Engineering,5,9,14,Electronics & Comm,IIIT,,,Vadodara,Gujarat
308,"Indian Institute of Information Technology(IIIT), Vadodara, Gujrat",Information Technology,2,4,6,Computing & IT,IIIT,,,Vadodara,Gujarat
309,"Indian Institute of Information Technology, Allahabad",Electronics and Communication Engineering,4,9,13,Electronics & Comm,IIIT,999,,Prayagraj,Uttar Pradesh
309,"Indian Institute of Information Technology, Allahabad",Information Technology,9,18,27,Computing & IT,IIIT,999,,Prayagraj,Uttar Pradesh
309,"Indian Institute of Information Technology, Allahabad",Information Technology- Business Informatics,2,4,6,Computing & IT,IIIT,999,,Prayagraj,Uttar Pradesh
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",B.Tech in Mechanical Engineering and M.Tech in AI and Robotics,0,2,2,Mechanical,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems,1,1,2,Electronics & Comm,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",B.Tech. in Electronics and Communication Engineering and M.Tech. in Microelectronics and VLSI Systems,1,1,2,Electronics & Comm,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Computer Science and Engineering,6,12,18,Computing & IT,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Computer Science and Engineering with Major in Artificial Intelligence,2,4,6,Computing & IT,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Design Engineering,1,1,2,Mechanical,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Electronics and Communication Engineering,3,7,10,Electronics & Comm,IIIT,999,,Chennai,Tamil Nadu
310,"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram",Engineering Physics,0,2,2,Science & Mathematics,IIIT,999,,Chennai,Tamil Nadu
