inst_code,institute,program,ciwg,nonciwg,dasa_total,branch_cat,group,nirf_rank,nirf_score,city,state
225,"National Institute of Technology, Srinagar",Metallurgical and Materials Engineering,1,2,3,Materials & Metallurgy,NIT/IIEST,73,50.23,Srinagar,Jammu & Kashmir
226,"National Institute of Technology, Tiruchirappalli",Architecture,1,2,3,Architecture & Planning,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Chemical Engineering,5,10,15,Chemical & Process,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Civil Engineering,3,7,10,Civil & Infra,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Computer Science and Engineering,8,16,24,Computing & IT,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Electrical and Electronics Engineering,8,16,24,Electronics & Comm,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Electronics and Communication Engineering,8,16,24,Electronics & Comm,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Instrumentation and Control Engineering,5,10,15,Electronics & Comm,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Mechanical Engineering,8,16,24,Mechanical,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Metallurgical and Materials Engineering,1,3,4,Materials & Metallurgy,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
226,"National Institute of Technology, Tiruchirappalli",Production Engineering,3,7,10,Mechanical,NIT/IIEST,9,68.14,Tiruchirappalli,Tamil Nadu
227,"National Institute of Technology, Uttarakhand",Civil Engineering,2,3,5,Civil & Infra,NIT/IIEST,999,,Srinagar (Garhwal),Uttarakhand
227,"National Institute of Technology, Uttarakhand",Computer Science and Engineering,1,4,5,Computing & IT,NIT/IIEST,999,,Srinagar (Garhwal),Uttarakhand
227,"National Institute of Technology, Uttarakhand",Electrical and Electronics Engineering,2,4,6,Electronics & Comm,NIT/IIEST,999,,Srinagar (Garhwal),Uttarakhand
227,"National Institute of Technology, Uttarakhand",Electronics and Communication Engineering,2,4,6,Electronics & Comm,NIT/IIEST,999,,Srinagar (Garhwal),Uttarakhand
227,"National Institute of Technology, Uttarakhand",Mechanical Engineering,2,3,5,Mechanical,NIT/IIEST,999,,Srinagar (Garhwal),Uttarakhand
228,"National Institute of Technology, Warangal",Bio Technology,2,3,5,Bio & Life Sciences,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Chemical Engineering,3,7,10,Chemical & Process,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Chemistry,1,1,2,Science & Mathematics,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Civil Engineering,2,6,8,Civil & Infra,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Computer Science and Engineering,10,21,31,Computing & IT,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Computer Science and Engineering ( Artificial Intelligence & Data Science),4,8,12,Computing & IT,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Electrical and Electronics Engineering,4,10,14,Electronics & Comm,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Electronics and Communication Engineering,10,20,30,Electronics & Comm,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Electronics and Communication Engineering (VLSI Design and Technology),4,7,11,Electronics & Comm,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Mathematics,1,1,2,Science & Mathematics,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Mathematics and Computing,3,8,11,Computing & IT,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Mechanical Engineering,3,7,10,Mechanical,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Metallurgical and Materials Engineering,2,3,5,Materials & Metallurgy,NIT/IIEST,28,61.05,Warangal,Telangana
228,"National Institute of Technology, Warangal",Physics,1,1,2,Science & Mathematics,NIT/IIEST,28,61.05,Warangal,Telangana
467,"Netaji Subhas University of Technology, Delhi",Computer Science and Engineering,9,19,28,Computing & IT,Other-GFTI,70,50.43,Delhi,Delhi
467,"Netaji Subhas University of Technology, Delhi",Computer Science and Engineering (Artificial Intelligence),6,12,18,Computing & IT,Other-GFTI,70,50.43,Delhi,Delhi
467,"Netaji Subhas University of Technology, Delhi",Computer Science and Engineering (Data Science),3,6,9,Computing & IT,Other-GFTI,70,50.43,Delhi,Delhi
467,"Netaji Subhas University of Technology, Delhi",Information Technology,6,12,18,Computing & IT,Other-GFTI,70,50.43,Delhi,Delhi
469,"P.U. Swami Sarvanand Giri Regional Centre, Hoshiarpur",Computer Science & Engineering,2,17,19,Computing & IT,Other-GFTI,999,,Hoshiarpur,Punjab
469,"P.U. Swami Sarvanand Giri Regional Centre, Hoshiarpur",Electronics & Communication,2,17,19,Electronics & Comm,Other-GFTI,999,,Hoshiarpur,Punjab
469,"P.U. Swami Sarvanand Giri Regional Centre, Hoshiarpur",Information Technology,2,17,19,Computing & IT,Other-GFTI,999,,Hoshiarpur,Punjab
469,"P.U. Swami Sarvanand Giri Regional Centre, Hoshiarpur",Mechanical Engineering,2,17,19,Mechanical,Other-GFTI,999,,Hoshiarpur,Punjab
468,"Pandit Deendayal Energy University, Gandhinagar",Biotechnology,3,6,9,Bio & Life Sciences,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Chemical Engineering,6,12,18,Chemical & Process,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Civil Engineering,6,12,18,Civil & Infra,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Computer Engineering,12,24,36,Computing & IT,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Computer Science and Business Systems,3,6,9,Computing & IT,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Electrical Engineering,6,12,18,Electrical & Power,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Electronics and Communication Engineering,6,12,18,Electronics & Comm,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Information and Communication Technology,9,18,27,Electronics & Comm,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Mechanical Engineering,6,12,18,Mechanical,Other-GFTI,98,45.97,Gandhinagar,Gujarat
468,"Pandit Deendayal Energy University, Gandhinagar",Petroleum Engineering,6,12,18,Chemical & Process,Other-GFTI,98,45.97,Gandhinagar,Gujarat
311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Computer Science and Engineering,14,24,38,Computing & IT,IIIT,999,,Jabalpur,Madhya Pradesh
311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Electronics and Communication Engineering,7,12,19,Electronics & Comm,IIIT,999,,Jabalpur,Madhya Pradesh
311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Mechanical Engineering,3,6,9,Mechanical,IIIT,999,,Jabalpur,Madhya Pradesh
311,"Pt. Dwarka Prasad Mishra Indian Institute of Information Technology, Design & Manufacture Jabalpur",Smart Manufacturing,3,6,9,Mechanical,IIIT,999,,Jabalpur,Madhya Pradesh
426,"Puducherry Technological University, Puducherry",Chemical Engineering,3,6,9,Chemical & Process,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Civil Engineering,3,6,9,Civil & Infra,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Computer Science and Engineering,3,6,9,Computing & IT,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Electrical and Electronics,3,6,9,Electronics & Comm,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Electronics and Communication Engineering,3,6,9,Electronics & Comm,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Electronics and Instrumentation Engineering,3,6,9,Electronics & Comm,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Information Technology,3,6,9,Computing & IT,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Mechanical Engineering,3,6,9,Mechanical,Other-GFTI,999,,Puducherry,Pondicherry
426,"Puducherry Technological University, Puducherry",Mechatronics Engineering,1,3,4,Mechanical,Other-GFTI,999,,Puducherry,Pondicherry
422,"Punjab Engineering College, Chandigarh",Aerospace Engineering,1,3,4,Aerospace,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Civil Engineering,6,12,18,Civil & Infra,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Computer Science and Engineering,6,12,18,Computing & IT,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Computer Science and Engineering (Artificial Intelligence),2,3,5,Computing & IT,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Computer Science and Engineering (Data Science),3,6,9,Computing & IT,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Electrical Engineering,6,12,18,Electrical & Power,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Electronics Engineering (VLSI Design and Technology),1,3,4,Electronics & Comm,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Electronics and Communication Engineering,6,12,18,Electronics & Comm,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Mathematics and Computing,2,3,5,Computing & IT,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Mechanical Engineering,6,12,18,Mechanical,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Metallurgical and Materials Engineering,3,6,9,Materials & Metallurgy,Other-GFTI,999,,Chandigarh,Chandigarh
422,"Punjab Engineering College, Chandigarh",Production and Industrial Engineering,2,4,6,Mechanical,Other-GFTI,999,,Chandigarh,Chandigarh
410,Sant Longowal Institute of Engineering and Technology,Artificial Intelligence and Data Science,3,6,9,Computing & IT,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Chemical Engineering,3,6,9,Chemical & Process,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Civil Engineering,3,6,9,Civil & Infra,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Computer Science and Engineering,3,6,9,Computing & IT,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Electrical Engineering,3,6,9,Electrical & Power,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Electronics and Communication Engineering,3,6,9,Electronics & Comm,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Food Technology,3,6,9,Chemical & Process,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Instrumentation and Control Engineering,3,6,9,Electronics & Comm,Other-GFTI,79,48.42,Longowal,Punjab
410,Sant Longowal Institute of Engineering and Technology,Mechanical Engineering,6,12,18,Mechanical,Other-GFTI,79,48.42,Longowal,Punjab
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Artificial Intelligence,16,32,48,Computing & IT,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Chemical Engineering,4,8,12,Chemical & Process,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Civil Engineering,2,5,7,Civil & Infra,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Computer Science and Engineering,13,26,39,Computing & IT,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Electrical Engineering,4,8,12,Electrical & Power,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Electronics and Communication Engineering,7,14,21,Electronics & Comm,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Electronics and VLSI Engineering,3,6,9,Electronics & Comm,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Mathematics and Computing,3,6,9,Computing & IT,NIT/IIEST,66,50.77,SURAT,Gujarat
229,"Sardar Vallabhbhai National Institute of Technology, Surat",Mechanical Engineering,9,17,26,Mechanical,NIT/IIEST,66,50.77,SURAT,Gujarat
412,"School of Engineering, Tezpur University, Napaam, Tezpur",Civil Engineering,1,1,2,Civil & Infra,Other-GFTI,999,,Tezpur,Assam
412,"School of Engineering, Tezpur University, Napaam, Tezpur",Computer Science and Engineering,1,1,2,Computing & IT,Other-GFTI,999,,Tezpur,Assam
412,"School of Engineering, Tezpur University, Napaam, Tezpur",Electrical Engineering,1,1,2,Electrical & Power,Other-GFTI,999,,Tezpur,Assam
412,"School of Engineering, Tezpur University, Napaam, Tezpur",Electronics and Communication Engineering,1,1,2,Electronics & Comm,Other-GFTI,999,,Tezpur,Assam
412,"School of Engineering, Tezpur University, Napaam, Tezpur",Food Engineering and Technology,1,1,2,Chemical & Process,Other-GFTI,999,,Tezpur,Assam
412,"School of Engineering, Tezpur University, Napaam, Tezpur",Mechanical Engineering,1,1,2,Mechanical,Other-GFTI,999,,Tezpur,Assam
413,"School of Planning & Architecture, Bhopal",Architecture,5,9,14,Architecture & Planning,Other-GFTI,999,,Bhopal,Madhya Pradesh
413,"School of Planning & Architecture, Bhopal",Planning,2,4,6,Architecture & Planning,Other-GFTI,999,,Bhopal,Madhya Pradesh
414,"School of Planning & Architecture, New Delhi",Architecture,3,5,8,Architecture & Planning,Other-GFTI,999,,New Delhi,Delhi
414,"School of Planning & Architecture, New Delhi",Planning,1,3,4,Architecture & Planning,Other-GFTI,999,,New Delhi,Delhi
415,School of Planning & Architecture: Vijayawada,Architecture,5,9,14,Architecture & Planning,Other-GFTI,999,,Vijayawada,Andhra Pradesh
415,School of Planning & Architecture: Vijayawada,Planning,2,4,6,Architecture & Planning,Other-GFTI,999,,Vijayawada,Andhra Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Biomedical Engineering,3,6,9,Bio & Life Sciences,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Civil Engineering,4,9,13,Civil & Infra,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Computer Science and Engineering,6,12,18,Computing & IT,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Electrical Engineering,5,9,14,Electrical & Power,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Electronics and Instrumentation Engineering,5,9,14,Electronics & Comm,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Electronics and Telecommunication Engineering,5,9,14,Electronics & Comm,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Industrial and Production Engineering,4,9,13,Mechanical,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Information Technology,6,12,18,Computing & IT,Other-GFTI,999,,Indore,Madhya Pradesh
451,Shri G. S. Institute of Technology and Science Indore,Mechanical Engineering,5,9,14,Mechanical,Other-GFTI,999,,Indore,Madhya Pradesh
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Architecture,1,1,2,Architecture & Planning,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Bachelor of Design,1,2,3,Architecture & Planning,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Biotechnology,1,2,3,Bio & Life Sciences,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Civil Engineering,1,2,3,Civil & Infra,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Computer Science and Engineering,4,10,14,Computing & IT,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electrical Engineering,1,2,3,Electrical & Power,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Electronics and Communication Engineering,4,5,9,Electronics & Comm,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Mathematics and Computing,2,5,7,Computing & IT,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Mechanical Engineering,1,2,3,Mechanical,Other-GFTI,999,,Katra,Jammu & Kashmir
416,"Shri Mata Vaishno Devi University, Katra, Jammu & Kashmir",Robotics and AI,1,2,3,Mechanical,Other-GFTI,999,,Katra,Jammu & Kashmir
470,"University Institute of Engineering of Technology (UIET), Panjab University, Chandigarh",Bio-Technology,3,25,28,Bio & Life Sciences,Other-GFTI,999,,Chandigarh,Chandigarh
470,"University Institute of Engineering of Technology (UIET), Panjab University, Chandigarh",Computer Science & Engineering,4,34,38,Computing & IT,Other-GFTI,999,,Chandigarh,Chandigarh
470,"University Institute of Engineering of Technology (UIET), Panjab University, Chandigarh",Electrical and Electronics,3,25,28,Electronics & Comm,Other-GFTI,999,,Chandigarh,Chandigarh
470,"University Institute of Engineering of Technology (UIET), Panjab University, Chandigarh",Electronics & Communication,5,37,42,Electronics & Comm,Other-GFTI,999,,Chandigarh,Chandigarh
470,"University Institute of Engineering of Technology (UIET), Panjab University, Chandigarh",Information Technology,4,34,38,Computing & IT,Other-GFTI,999,,Chandigarh,Chandigarh
470,"University Institute of Engineering of Technology (UIET), Panjab University, Chandigarh",Mechanical Engineering,3,25,28,Mechanical,Other-GFTI,999,,Chandigarh,Chandigarh
421,University of Hyderabad,Computer Science and Engineering,2,0,2,Computing & IT,Other-GFTI,74,49.36,Hyderabad,Telangana
421,University of Hyderabad,Computer Science and Technology,0,5,5,Computing & IT,Other-GFTI,74,49.36,Hyderabad,Telangana
421,University of Hyderabad,Materials Engineering,3,6,9,Materials & Metallurgy,Other-GFTI,74,49.36,Hyderabad,Telangana
230,"Visvesvaraya National Institute of Technology, Nagpur",Architecture,2,4,6,Architecture & Planning,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Chemical Engineering,2,4,6,Chemical & Process,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Civil Engineering,2,4,6,Civil & Infra,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Computer Science and Engineering,5,10,15,Computing & IT,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Electrical and Electronics Engineering,3,6,9,Electronics & Comm,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Electronics and Communication Engineering,5,10,15,Electronics & Comm,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Mechanical Engineering,4,8,12,Mechanical,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Metallurgical and Materials Engineering,2,4,6,Materials & Metallurgy,NIT/IIEST,44,56.58,Nagpur,Maharashtra
230,"Visvesvaraya National Institute of Technology, Nagpur",Mining Engineering,2,2,4,Mining,NIT/IIEST,44,56.58,Nagpur,Maharashtra
